"Port Number","Service Name","Description"
"2082","infowave","Infowave Mobility Server"
"2082","infowave","Infowave Mobility Server"
"2083","radsec","Secure Radius Service"
"2083","radsec","Secure Radius Service"
"2084","sunclustergeo","SunCluster Geographic"
"2084","sunclustergeo","SunCluster Geographic"
"2085","ada-cip","ADA Control"
"2085","ada-cip","ADA Control"
"2086","gnunet","GNUnet"
"2086","gnunet","GNUnet"
"2087","eli","ELI - Event Logging Integration"
"2087","eli","ELI - Event Logging Integration"
"2088","ip-blf","IP Busy Lamp Field"
"2088","ip-blf","IP Busy Lamp Field"
"2089","sep","Security Encapsulation Protocol - SEP"
"2089","sep","Security Encapsulation Protocol - SEP"
"2090","lrp","Load Report Protocol"
"2090","lrp","Load Report Protocol"
"2091","prp","PRP"
"2091","prp","PRP"
"2092","descent3","Descent 3"
"2092","descent3","Descent 3"
"2093","nbx-cc","NBX CC"
"2093","nbx-cc","NBX CC"
"2094","nbx-au","NBX AU"
"2094","nbx-au","NBX AU"
"2095","nbx-ser","NBX SER"
"2095","nbx-ser","NBX SER"
"2096","nbx-dir","NBX DIR"
"2096","nbx-dir","NBX DIR"
"2097","jetformpreview","Jet Form Preview"
"2097","jetformpreview","Jet Form Preview"
"2098","dialog-port","Dialog Port"
"2098","dialog-port","Dialog Port"
"2099","h2250-annex-g","H.225.0 Annex G Signalling"
"2099","h2250-annex-g","H.225.0 Annex G Signalling"
"2100","amiganetfs","Amiga Network Filesystem"
"2100","amiganetfs","Amiga Network Filesystem"
"2101","rtcm-sc104","rtcm-sc104"
"2101","rtcm-sc104","rtcm-sc104"
"2102","zephyr-srv","Zephyr server"
"2102","zephyr-srv","Zephyr server"
"2103","zephyr-clt","Zephyr serv-hm connection"
"2103","zephyr-clt","Zephyr serv-hm connection"
"2104","zephyr-hm","Zephyr hostmanager"
"2104","zephyr-hm","Zephyr hostmanager"
"2105","minipay","MiniPay"
"2105","minipay","MiniPay"
"2106","mzap","MZAP"
"2106","mzap","MZAP"
"2107","bintec-admin","BinTec Admin"
"2107","bintec-admin","BinTec Admin"
"2108","comcam","Comcam"
"2108","comcam","Comcam"
"2109","ergolight","Ergolight"
"2109","ergolight","Ergolight"
"2110","umsp","UMSP"
"2110","umsp","UMSP"
"2111","dsatp","OPNET Dynamic Sampling Agent Transaction Protocol"
"2111","dsatp","OPNET Dynamic Sampling Agent Transaction Protocol"
"2112","idonix-metanet","Idonix MetaNet"
"2112","idonix-metanet","Idonix MetaNet"
"2113","hsl-storm","HSL StoRM"
"2113","hsl-storm","HSL StoRM"
"2114","newheights","NEWHEIGHTS"
"2114","newheights","NEWHEIGHTS"
"2115","kdm","Key Distribution Manager"
"2115","kdm","Key Distribution Manager"
"2116","ccowcmr","CCOWCMR"
"2116","ccowcmr","CCOWCMR"
"2117","mentaclient","MENTACLIENT"
"2117","mentaclient","MENTACLIENT"
"2118","mentaserver","MENTASERVER"
"2118","mentaserver","MENTASERVER"
"2119","gsigatekeeper","GSIGATEKEEPER"
"2119","gsigatekeeper","GSIGATEKEEPER"
"2120","qencp","Quick Eagle Networks CP"
"2120","qencp","Quick Eagle Networks CP"
"2121","scientia-ssdb","SCIENTIA-SSDB"
"2121","scientia-ssdb","SCIENTIA-SSDB"
"2122","caupc-remote","CauPC Remote Control"
"2122","caupc-remote","CauPC Remote Control"
"2123","gtp-control","GTP-Control Plane (3GPP)"
"2123","gtp-control","GTP-Control Plane (3GPP)"
"2124","elatelink","ELATELINK"
"2124","elatelink","ELATELINK"
"2125","lockstep","LOCKSTEP"
"2125","lockstep","LOCKSTEP"
"2126","pktcable-cops","PktCable-COPS"
"2126","pktcable-cops","PktCable-COPS"
"2127","index-pc-wb","INDEX-PC-WB"
"2127","index-pc-wb","INDEX-PC-WB"
"2128","net-steward","Net Steward Control"
"2128","net-steward","Net Steward Control"
"2129","cs-live","cs-live.com"
"2129","cs-live","cs-live.com"
"2130","xds","XDS"
"2130","xds","XDS"
"2131","avantageb2b","Avantageb2b"
"2131","avantageb2b","Avantageb2b"
"2132","solera-epmap","SoleraTec End Point Map"
"2132","solera-epmap","SoleraTec End Point Map"
"2133","zymed-zpp","ZYMED-ZPP"
"2133","zymed-zpp","ZYMED-ZPP"
"2134","avenue","AVENUE"
"2134","avenue","AVENUE"
"2135","gris","Grid Resource Information Server"
"2135","gris","Grid Resource Information Server"
"2136","appworxsrv","APPWORXSRV"
"2136","appworxsrv","APPWORXSRV"
"2137","connect","CONNECT"
"2137","connect","CONNECT"
"2138","unbind-cluster","UNBIND-CLUSTER"
"2138","unbind-cluster","UNBIND-CLUSTER"
"2139","ias-auth","IAS-AUTH"
"2139","ias-auth","IAS-AUTH"
"2140","ias-reg","IAS-REG"
"2140","ias-reg","IAS-REG"
"2141","ias-admind","IAS-ADMIND"
"2141","ias-admind","IAS-ADMIND"
"2142","tdmoip","TDM OVER IP"
"2142","tdmoip","TDM OVER IP"
"2143","lv-jc","Live Vault Job Control"
"2143","lv-jc","Live Vault Job Control"
"2144","lv-ffx","Live Vault Fast Object Transfer"
"2144","lv-ffx","Live Vault Fast Object Transfer"
"2145","lv-pici","Live Vault Remote Diagnostic Console Support"
"2145","lv-pici","Live Vault Remote Diagnostic Console Support"
"2146","lv-not","Live Vault Admin Event Notification"
"2146","lv-not","Live Vault Admin Event Notification"
"2147","lv-auth","Live Vault Authentication"
"2147","lv-auth","Live Vault Authentication"
"2148","veritas-ucl","VERITAS UNIVERSAL COMMUNICATION LAYER"
"2148","veritas-ucl","VERITAS UNIVERSAL COMMUNICATION LAYER"
"2149","acptsys","ACPTSYS"
"2149","acptsys","ACPTSYS"
"2150","dynamic3d","DYNAMIC3D"
"2150","dynamic3d","DYNAMIC3D"
"2151","docent","DOCENT"
"2151","docent","DOCENT"
"2152","gtp-user","GTP-User Plane (3GPP)"
"2152","gtp-user","GTP-User Plane (3GPP)"
"2153","ctlptc","Control Protocol"
"2153","ctlptc","Control Protocol"
"2154","stdptc","Standard Protocol"
"2154","stdptc","Standard Protocol"
"2155","brdptc","Bridge Protocol"
"2155","brdptc","Bridge Protocol"
"2156","trp","Talari Reliable Protocol"
"2156","trp","Talari Reliable Protocol"
"2157","xnds","Xerox Network Document Scan Protocol"
"2157","xnds","Xerox Network Document Scan Protocol"
"2158","touchnetplus","TouchNetPlus Service"
"2158","touchnetplus","TouchNetPlus Service"
"2159","gdbremote","GDB Remote Debug Port"
"2159","gdbremote","GDB Remote Debug Port"
"2160","apc-2160","APC 2160"
"2160","apc-2160","APC 2160"
"2161","apc-2161","APC 2161"
"2161","apc-2161","APC 2161"
"2162","navisphere","Navisphere"
"2162","navisphere","Navisphere"
"2163","navisphere-sec","Navisphere Secure"
"2163","navisphere-sec","Navisphere Secure"
"2164","ddns-v3","Dynamic DNS Version 3"
"2164","ddns-v3","Dynamic DNS Version 3"
"2165","x-bone-api","X-Bone API"
"2165","x-bone-api","X-Bone API"
"2166","iwserver","iwserver"
"2166","iwserver","iwserver"
"2167","raw-serial","Raw Async Serial Link"
"2167","raw-serial","Raw Async Serial Link"
"2168","easy-soft-mux","easy-soft Multiplexer"
"2168","easy-soft-mux","easy-soft Multiplexer"
"2169","brain","Backbone for Academic Information Notification (BRAIN)"
"2169","brain","Backbone for Academic Information Notification (BRAIN)"
"2170","eyetv","EyeTV Server Port"
"2170","eyetv","EyeTV Server Port"
"2171","msfw-storage","MS Firewall Storage"
"2171","msfw-storage","MS Firewall Storage"
"2172","msfw-s-storage","MS Firewall SecureStorage"
"2172","msfw-s-storage","MS Firewall SecureStorage"
"2173","msfw-replica","MS Firewall Replication"
"2173","msfw-replica","MS Firewall Replication"
"2174","msfw-array","MS Firewall Intra Array"
"2174","msfw-array","MS Firewall Intra Array"
"2175","airsync","Microsoft Desktop AirSync Protocol"
"2175","airsync","Microsoft Desktop AirSync Protocol"
"2176","rapi","Microsoft ActiveSync Remote API"
"2176","rapi","Microsoft ActiveSync Remote API"
"2177","qwave","qWAVE Bandwidth Estimate"
"2177","qwave","qWAVE Bandwidth Estimate"
"2178","bitspeer","Peer Services for BITS"
"2178","bitspeer","Peer Services for BITS"
"2179","vmrdp","Microsoft RDP for virtual machines"
"2179","vmrdp","Microsoft RDP for virtual machines"
"2180","mc-gt-srv","Millicent Vendor Gateway Server"
"2180","mc-gt-srv","Millicent Vendor Gateway Server"
"2181","eforward","eforward"
"2181","eforward","eforward"
"2182","cgn-stat","CGN status"
"2182","cgn-stat","CGN status"
"2183","cgn-config","Code Green configuration"
"2183","cgn-config","Code Green configuration"
"2184","nvd","NVD User"
"2184","nvd","NVD User"
"2185","onbase-dds","OnBase Distributed Disk Services"
"2185","onbase-dds","OnBase Distributed Disk Services"
"2186","gtaua","Guy-Tek Automated Update Applications"
"2186","gtaua","Guy-Tek Automated Update Applications"
"2187","ssmc","Sepehr System Management Control"
"2187","ssmd","Sepehr System Management Data"
"2188","radware-rpm","Radware Resource Pool Manager"
"2188","","Reserved"
"2189","radware-rpm-s","Secure Radware Resource Pool Manager"
"2189","","Reserved"
"2190","tivoconnect","TiVoConnect Beacon"
"2190","tivoconnect","TiVoConnect Beacon"
"2191","tvbus","TvBus Messaging"
"2191","tvbus","TvBus Messaging"
"2192","asdis","ASDIS software management"
"2192","asdis","ASDIS software management"
"2193","drwcs","Dr.Web Enterprise Management Service"
"2193","drwcs","Dr.Web Enterprise Management Service"
"2194-2196","","Unassigned"
"2197","mnp-exchange","MNP data exchange"
"2197","mnp-exchange","MNP data exchange"
"2198","onehome-remote","OneHome Remote Access"
"2198","onehome-remote","OneHome Remote Access"
"2199","onehome-help","OneHome Service Port"
"2199","onehome-help","OneHome Service Port"
"2200","ici","ICI"
"2200","ici","ICI"
"2201","ats","Advanced Training System Program"
"2201","ats","Advanced Training System Program"
"2202","imtc-map","Int. Multimedia Teleconferencing Cosortium"
"2202","imtc-map","Int. Multimedia Teleconferencing Cosortium"
"2203","b2-runtime","b2 Runtime Protocol"
"2203","b2-runtime","b2 Runtime Protocol"
"2204","b2-license","b2 License Server"
"2204","b2-license","b2 License Server"
"2205","jps","Java Presentation Server"
"2205","jps","Java Presentation Server"
"2206","hpocbus","HP OpenCall bus"
"2206","hpocbus","HP OpenCall bus"
"2207","hpssd","HP Status and Services"
"2207","hpssd","HP Status and Services"
"2208","hpiod","HP I/O Backend"
"2208","hpiod","HP I/O Backend"
"2209","rimf-ps","HP RIM for Files Portal Service"
"2209","rimf-ps","HP RIM for Files Portal Service"
"2210","noaaport","NOAAPORT Broadcast Network"
"2210","noaaport","NOAAPORT Broadcast Network"
"2211","emwin","EMWIN"
"2211","emwin","EMWIN"
"2212","leecoposserver","LeeCO POS Server Service"
"2212","leecoposserver","LeeCO POS Server Service"
"2213","kali","Kali"
"2213","kali","Kali"
"2214","rpi","RDQ Protocol Interface"
"2214","rpi","RDQ Protocol Interface"
"2215","ipcore","IPCore.co.za GPRS"
"2215","ipcore","IPCore.co.za GPRS"
"2216","vtu-comms","VTU data service"
"2216","vtu-comms","VTU data service"
"2217","gotodevice","GoToDevice Device Management"
"2217","gotodevice","GoToDevice Device Management"
"2218","bounzza","Bounzza IRC Proxy"
"2218","bounzza","Bounzza IRC Proxy"
"2219","netiq-ncap","NetIQ NCAP Protocol"
"2219","netiq-ncap","NetIQ NCAP Protocol"
"2220","netiq","NetIQ End2End"
"2220","netiq","NetIQ End2End"
"2221","ethernet-ip-s","EtherNet/IP over TLS"
"2221","ethernet-ip-s","EtherNet/IP over DTLS"
"2222","EtherNet-IP-1","EtherNet/IP I/O
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
"2222","EtherNet/IP-1","EtherNet/IP I/O"
"2222","EtherNet-IP-1","EtherNet/IP I/O
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
"2222","EtherNet/IP-1","EtherNet/IP I/O"
"2223","rockwell-csp2","Rockwell CSP2"
"2223","rockwell-csp2","Rockwell CSP2"
"2224","efi-mg","Easy Flexible Internet/Multiplayer Games"
"2224","efi-mg","Easy Flexible Internet/Multiplayer Games"
"2225","rcip-itu","Resource Connection Initiation Protocol"
"2225","","Reserved"
"2225","rcip-itu","Resource Connection Initiation Protocol"
"2226","di-drm","Digital Instinct DRM"
"2226","di-drm","Digital Instinct DRM"
"2227","di-msg","DI Messaging Service"
"2227","di-msg","DI Messaging Service"
"2228","ehome-ms","eHome Message Server"
"2228","ehome-ms","eHome Message Server"
"2229","datalens","DataLens Service"
"2229","datalens","DataLens Service"
"2230","queueadm","MetaSoft Job Queue Administration Service"
"2230","queueadm","MetaSoft Job Queue Administration Service"
"2231","wimaxasncp","WiMAX ASN Control Plane Protocol"
"2231","wimaxasncp","WiMAX ASN Control Plane Protocol"
"2232","ivs-video","IVS Video default"
"2232","ivs-video","IVS Video default"
"2233","infocrypt","INFOCRYPT"
"2233","infocrypt","INFOCRYPT"
"2234","directplay","DirectPlay"
"2234","directplay","DirectPlay"
"2235","sercomm-wlink","Sercomm-WLink"
"2235","sercomm-wlink","Sercomm-WLink"
"2236","nani","Nani"
"2236","nani","Nani"
"2237","optech-port1-lm","Optech Port1 License Manager"
"2237","optech-port1-lm","Optech Port1 License Manager"
"2238","aviva-sna","AVIVA SNA SERVER"
"2238","aviva-sna","AVIVA SNA SERVER"
"2239","imagequery","Image Query"
"2239","imagequery","Image Query"
"2240","recipe","RECIPe"
"2240","recipe","RECIPe"
"2241","ivsd","IVS Daemon"
"2241","ivsd","IVS Daemon"
"2242","foliocorp","Folio Remote Server"
"2242","foliocorp","Folio Remote Server"
"2243","magicom","Magicom Protocol"
"2243","magicom","Magicom Protocol"
"2244","nmsserver","NMS Server"
"2244","nmsserver","NMS Server"
"2245","hao","HaO"
"2245","hao","HaO"
"2246","pc-mta-addrmap","PacketCable MTA Addr Map"
"2246","pc-mta-addrmap","PacketCable MTA Addr Map"
"2247","antidotemgrsvr","Antidote Deployment Manager Service"
"2247","antidotemgrsvr","Antidote Deployment Manager Service"
"2248","ums","User Management Service"
"2248","ums","User Management Service"
"2249","rfmp","RISO File Manager Protocol"
"2249","rfmp","RISO File Manager Protocol"
"2250","remote-collab","remote-collab"
"2250","remote-collab","remote-collab"
"2251","dif-port","Distributed Framework Port"
"2251","dif-port","Distributed Framework Port"
"2252","njenet-ssl","NJENET using SSL"
"2252","njenet-ssl","NJENET using SSL"
"2253","dtv-chan-req","DTV Channel Request"
"2253","dtv-chan-req","DTV Channel Request"
"2254","seispoc","Seismic P.O.C. Port"
"2254","seispoc","Seismic P.O.C. Port"
"2255","vrtp","VRTP - ViRtue Transfer Protocol"
"2255","vrtp","VRTP - ViRtue Transfer Protocol"
"2256","pcc-mfp","PCC MFP"
"2256","pcc-mfp","PCC MFP"
"2257","simple-tx-rx","simple text/file transfer"
"2257","simple-tx-rx","simple text/file transfer"
"2258","rcts","Rotorcraft Communications Test System"
"2258","rcts","Rotorcraft Communications Test System"
"2259","","Unassigned"
"2260","apc-2260","APC 2260"
"2260","apc-2260","APC 2260"
"2261","comotionmaster","CoMotion Master Server"
"2261","comotionmaster","CoMotion Master Server"
"2262","comotionback","CoMotion Backup Server"
"2262","comotionback","CoMotion Backup Server"
"2263","ecwcfg","ECweb Configuration Service"
"2263","ecwcfg","ECweb Configuration Service"
"2264","apx500api-1","Audio Precision Apx500 API Port 1"
"2264","apx500api-1","Audio Precision Apx500 API Port 1"
"2265","apx500api-2","Audio Precision Apx500 API Port 2"
"2265","apx500api-2","Audio Precision Apx500 API Port 2"
"2266","mfserver","M-Files Server"
"2266","mfserver","M-files Server"
"2267","ontobroker","OntoBroker"
"2267","ontobroker","OntoBroker"
"2268","amt","AMT"
"2268","amt","AMT"
"2269","mikey","MIKEY"
"2269","mikey","MIKEY"
"2270","starschool","starSchool"
"2270","starschool","starSchool"
"2271","mmcals","Secure Meeting Maker Scheduling"
"2271","mmcals","Secure Meeting Maker Scheduling"
"2272","mmcal","Meeting Maker Scheduling"
"2272","mmcal","Meeting Maker Scheduling"
"2273","mysql-im","MySQL Instance Manager"
"2273","mysql-im","MySQL Instance Manager"
"2274","pcttunnell","PCTTunneller"
"2274","pcttunnell","PCTTunneller"
"2275","ibridge-data","iBridge Conferencing"
"2275","ibridge-data","iBridge Conferencing"
"2276","ibridge-mgmt","iBridge Management"
"2276","ibridge-mgmt","iBridge Management"
"2277","bluectrlproxy","Bt device control proxy"
"2277","bluectrlproxy","Bt device control proxy"
"2278","s3db","Simple Stacked Sequences Database"
"2278","s3db","Simple Stacked Sequences Database"
"2279","xmquery","xmquery"
"2279","xmquery","xmquery"
"2280","lnvpoller","LNVPOLLER"
"2280","lnvpoller","LNVPOLLER"
"2281","lnvconsole","LNVCONSOLE"
"2281","lnvconsole","LNVCONSOLE"
"2282","lnvalarm","LNVALARM"
"2282","lnvalarm","LNVALARM"
"2283","lnvstatus","LNVSTATUS"
"2283","lnvstatus","LNVSTATUS"
"2284","lnvmaps","LNVMAPS"
"2284","lnvmaps","LNVMAPS"
"2285","lnvmailmon","LNVMAILMON"
"2285","lnvmailmon","LNVMAILMON"
"2286","nas-metering","NAS-Metering"
"2286","nas-metering","NAS-Metering"
"2287","dna","DNA"
"2287","dna","DNA"
"2288","netml","NETML"
"2288","netml","NETML"
"2289","dict-lookup","Lookup dict server"
"2289","dict-lookup","Lookup dict server"
"2290","sonus-logging","Sonus Logging Services"
"2290","sonus-logging","Sonus Logging Services"
"2291","eapsp","EPSON Advanced Printer Share Protocol"
"2291","eapsp","EPSON Advanced Printer Share Protocol"
"2292","mib-streaming","Sonus Element Management Services"
"2292","mib-streaming","Sonus Element Management Services"
"2293","npdbgmngr","Network Platform Debug Manager"
"2293","npdbgmngr","Network Platform Debug Manager"
"2294","konshus-lm","Konshus License Manager (FLEX)"
"2294","konshus-lm","Konshus License Manager (FLEX)"
"2295","advant-lm","Advant License Manager"
"2295","advant-lm","Advant License Manager"
"2296","theta-lm","Theta License Manager (Rainbow)"
"2296","theta-lm","Theta License Manager (Rainbow)"
"2297","d2k-datamover1","D2K DataMover 1"
"2297","d2k-datamover1","D2K DataMover 1"
"2298","d2k-datamover2","D2K DataMover 2"
"2298","d2k-datamover2","D2K DataMover 2"
"2299","pc-telecommute","PC Telecommute"
"2299","pc-telecommute","PC Telecommute"
"2300","cvmmon","CVMMON"
"2300","cvmmon","CVMMON"
"2301","cpq-wbem","Compaq HTTP"
"2301","cpq-wbem","Compaq HTTP"
"2302","binderysupport","Bindery Support"
"2302","binderysupport","Bindery Support"
"2303","proxy-gateway","Proxy Gateway"
"2303","proxy-gateway","Proxy Gateway"
"2304","attachmate-uts","Attachmate UTS"
"2304","attachmate-uts","Attachmate UTS"
"2305","mt-scaleserver","MT ScaleServer"
"2305","mt-scaleserver","MT ScaleServer"
"2306","tappi-boxnet","TAPPI BoxNet"
"2306","tappi-boxnet","TAPPI BoxNet"
"2307","pehelp","pehelp"
"2307","pehelp","pehelp"
"2308","sdhelp","sdhelp"
"2308","sdhelp","sdhelp"
"2309","sdserver","SD Server"
"2309","sdserver","SD Server"
"2310","sdclient","SD Client"
"2310","sdclient","SD Client"
"2311","messageservice","Message Service"
"2311","messageservice","Message Service"
"2312","wanscaler","WANScaler Communication Service"
"2312","wanscaler","WANScaler Communication Service"
"2313","iapp","IAPP (Inter Access Point Protocol)"
"2313","iapp","IAPP (Inter Access Point Protocol)"
"2314","cr-websystems","CR WebSystems"
"2314","cr-websystems","CR WebSystems"
"2315","precise-sft","Precise Sft."
"2315","precise-sft","Precise Sft."
"2316","sent-lm","SENT License Manager"
"2316","sent-lm","SENT License Manager"
"2317","attachmate-g32","Attachmate G32"
"2317","attachmate-g32","Attachmate G32"
"2318","cadencecontrol","Cadence Control"
"2318","cadencecontrol","Cadence Control"
"2319","infolibria","InfoLibria"
"2319","infolibria","InfoLibria"
"2320","siebel-ns","Siebel NS"
"2320","siebel-ns","Siebel NS"
"2321","rdlap","RDLAP"
"2321","rdlap","RDLAP"
"2322","ofsd","ofsd"
"2322","ofsd","ofsd"
"2323","3d-nfsd","3d-nfsd"
"2323","3d-nfsd","3d-nfsd"
"2324","cosmocall","Cosmocall"
"2324","cosmocall","Cosmocall"
"2325","ansysli","ANSYS Licensing Interconnect"
"2325","ansysli","ANSYS Licensing Interconnect"
"2326","idcp","IDCP"
"2326","idcp","IDCP"
"2327","xingcsm","xingcsm"
"2327","xingcsm","xingcsm"
"2328","netrix-sftm","Netrix SFTM"
"2328","netrix-sftm","Netrix SFTM"
"2329","nvd","NVD"
"2329","nvd","NVD"
"2330","tscchat","TSCCHAT"
"2330","tscchat","TSCCHAT"
"2331","agentview","AGENTVIEW"
"2331","agentview","AGENTVIEW"
"2332","rcc-host","RCC Host"
"2332","rcc-host","RCC Host"
"2333","snapp","SNAPP"
"2333","snapp","SNAPP"
"2334","ace-client","ACE Client Auth"
"2334","ace-client","ACE Client Auth"
"2335","ace-proxy","ACE Proxy"
"2335","ace-proxy","ACE Proxy"
"2336","appleugcontrol","Apple UG Control"
"2336","appleugcontrol","Apple UG Control"
"2337","ideesrv","ideesrv"
"2337","ideesrv","ideesrv"
"2338","norton-lambert","Norton Lambert"
"2338","norton-lambert","Norton Lambert"
"2339","3com-webview","3Com WebView"
"2339","3com-webview","3Com WebView"
"2340","wrs-registry","WRS Registry
IANA assigned this well-formed service name as a replacement for ""wrs_registry""."
"2340","wrs_registry","WRS Registry"
"2340","wrs-registry","WRS Registry
IANA assigned this well-formed service name as a replacement for ""wrs_registry""."
"2340","wrs_registry","WRS Registry"
"2341","xiostatus","XIO Status"
"2341","xiostatus","XIO Status"
"2342","manage-exec","Seagate Manage Exec"
"2342","manage-exec","Seagate Manage Exec"
"2343","nati-logos","nati logos"
"2343","nati-logos","nati logos"
"2344","fcmsys","fcmsys"
"2344","fcmsys","fcmsys"
"2345","dbm","dbm"
"2345","dbm","dbm"
"2346","redstorm-join","Game Connection Port
IANA assigned this well-formed service name as a replacement for ""redstorm_join""."
"2346","redstorm_join","Game Connection Port"
"2346","redstorm-join","Game Connection Port
IANA assigned this well-formed service name as a replacement for ""redstorm_join""."
"2346","redstorm_join","Game Connection Port"
"2347","redstorm-find","Game Announcement and Location
IANA assigned this well-formed service name as a replacement for ""redstorm_find""."
"2347","redstorm_find","Game Announcement and Location"
"2347","redstorm-find","Game Announcement and Location
IANA assigned this well-formed service name as a replacement for ""redstorm_find""."
"2347","redstorm_find","Game Announcement and Location"
"2348","redstorm-info","Information to query for game status
IANA assigned this well-formed service name as a replacement for ""redstorm_info""."
"2348","redstorm_info","Information to query for game status"
"2348","redstorm-info","Information to query for game status
IANA assigned this well-formed service name as a replacement for ""redstorm_info""."
"2348","redstorm_info","Information to query for game status"
"2349","redstorm-diag","Diagnostics Port
IANA assigned this well-formed service name as a replacement for ""redstorm_diag""."
"2349","redstorm_diag","Diagnostics Port"
"2349","redstorm-diag","Diagnostics Port
IANA assigned this well-formed service name as a replacement for ""redstorm_diag""."
"2349","redstorm_diag","Diagnostics Port"
"2350","psbserver","Pharos Booking Server"
"2350","psbserver","Pharos Booking Server"
"2351","psrserver","psrserver"
"2351","psrserver","psrserver"
"2352","pslserver","pslserver"
"2352","pslserver","pslserver"
"2353","pspserver","pspserver"
"2353","pspserver","pspserver"
"2354","psprserver","psprserver"
"2354","psprserver","psprserver"
"2355","psdbserver","psdbserver"
"2355","psdbserver","psdbserver"
"2356","gxtelmd","GXT License Managemant"
"2356","gxtelmd","GXT License Managemant"
"2357","unihub-server","UniHub Server"
"2357","unihub-server","UniHub Server"
"2358","futrix","Futrix"
"2358","futrix","Futrix"
"2359","flukeserver","FlukeServer"
"2359","flukeserver","FlukeServer"
"2360","nexstorindltd","NexstorIndLtd"
"2360","nexstorindltd","NexstorIndLtd"
"2361","tl1","TL1"
"2361","tl1","TL1"
"2362","digiman","digiman"
"2362","digiman","digiman"
"2363","mediacntrlnfsd","Media Central NFSD"
"2363","mediacntrlnfsd","Media Central NFSD"
"2364","oi-2000","OI-2000"
"2364","oi-2000","OI-2000"
"2365","dbref","dbref"
"2365","dbref","dbref"
"2366","qip-login","qip-login"
"2366","qip-login","qip-login"
"2367","service-ctrl","Service Control"
"2367","service-ctrl","Service Control"
"2368","opentable","OpenTable"
"2368","opentable","OpenTable"
"2369","","Unassigned"
"2370","l3-hbmon","L3-HBMon"
"2370","l3-hbmon","L3-HBMon"
"2371","hp-rda","HP Remote Device Access"
"2371","","Reserved"
"2372","lanmessenger","LanMessenger"
"2372","lanmessenger","LanMessenger"
"2373","remographlm","Remograph License Manager"
"2373","","Reserved"
"2374","hydra","Hydra RPC"
"2374","","Reserved"
"2375","docker","Docker REST API (plain text)"
"2375","","Reserved"
"2376","docker-s","Docker REST API (ssl)"
"2377","swarm","RPC interface for Docker Swarm"
"2377","","Reserved"
"2378","","Unassigned"
"2379","etcd-client","etcd client communication"
"2379","","Reserved"
"2380","etcd-server","etcd server to server communication"
"2380","","Reserved"
"2381","compaq-https","Compaq HTTPS"
"2381","compaq-https","Compaq HTTPS"
"2382","ms-olap3","Microsoft OLAP"
"2382","ms-olap3","Microsoft OLAP"
"2383","ms-olap4","Microsoft OLAP"
"2383","ms-olap4","Microsoft OLAP"
"2384","sd-request","SD-REQUEST"
"2384","sd-capacity","SD-CAPACITY"
"2385","sd-data","SD-DATA"
"2385","sd-data","SD-DATA"
"2386","virtualtape","Virtual Tape"
"2386","virtualtape","Virtual Tape"
"2387","vsamredirector","VSAM Redirector"
"2387","vsamredirector","VSAM Redirector"
"2388","mynahautostart","MYNAH AutoStart"
"2388","mynahautostart","MYNAH AutoStart"
"2389","ovsessionmgr","OpenView Session Mgr"
"2389","ovsessionmgr","OpenView Session Mgr"
"2390","rsmtp","RSMTP"
"2390","rsmtp","RSMTP"
"2391","3com-net-mgmt","3COM Net Management"
"2391","3com-net-mgmt","3COM Net Management"
"2392","tacticalauth","Tactical Auth"
"2392","tacticalauth","Tactical Auth"
"2393","ms-olap1","MS OLAP 1"
"2393","ms-olap1","MS OLAP 1"
"2394","ms-olap2","MS OLAP 2"
"2394","ms-olap2","MS OLAP 2"
"2395","lan900-remote","LAN900 Remote
IANA assigned this well-formed service name as a replacement for ""lan900_remote""."
"2395","lan900_remote","LAN900 Remote"
"2395","lan900-remote","LAN900 Remote
IANA assigned this well-formed service name as a replacement for ""lan900_remote""."
"2395","lan900_remote","LAN900 Remote"
"2396","wusage","Wusage"
"2396","wusage","Wusage"
"2397","ncl","NCL"
"2397","ncl","NCL"
"2398","orbiter","Orbiter"
"2398","orbiter","Orbiter"
"2399","fmpro-fdal","FileMaker, Inc. - Data Access Layer"
"2399","fmpro-fdal","FileMaker, Inc. - Data Access Layer"
"2400","opequus-server","OpEquus Server"
"2400","opequus-server","OpEquus Server"
"2401","cvspserver","cvspserver"
"2401","cvspserver","cvspserver"
"2402","taskmaster2000","TaskMaster 2000 Server"
"2402","taskmaster2000","TaskMaster 2000 Server"
"2403","taskmaster2000","TaskMaster 2000 Web"
"2403","taskmaster2000","TaskMaster 2000 Web"
"2404","iec-104","IEC 60870-5-104 process control over IP"
"2404","iec-104","IEC 60870-5-104 process control over IP"
"2405","trc-netpoll","TRC Netpoll"
"2405","trc-netpoll","TRC Netpoll"
"2406","jediserver","JediServer"
"2406","jediserver","JediServer"
"2407","orion","Orion"
"2407","orion","Orion"
"2408","railgun-webaccl","CloudFlare Railgun Web Acceleration Protocol"
"2408","","Reserved"
"2409","sns-protocol","SNS Protocol"
"2409","sns-protocol","SNS Protocol"
"2410","vrts-registry","VRTS Registry"
"2410","vrts-registry","VRTS Registry"
"2411","netwave-ap-mgmt","Netwave AP Management"
"2411","netwave-ap-mgmt","Netwave AP Management"
"2412","cdn","CDN"
"2412","cdn","CDN"
"2413","orion-rmi-reg","orion-rmi-reg"
